name,inn
"ООО ""СОЛТ ЭНД ПЭПЕР""",6952029967
"ООО ""КСК ИТ""",6952323253
"ООО ""АЙТИ ПРОЕКТЫ И РЕШЕНИЯ""",6952324352
"ООО ""АЙТИ-АВТОМАТИЗАЦИЯ""",7000000074
"ООО ""САЙОФИС""",7000003004
"ООО ""ИНФА""",7000003188
"ООО ""ФАБУЛА""",7000005379
"ООО ""ОЙЛТИМ ИНФОРМ""",7000015786
"ООО ""РОБОТ И КОМАНДА""",7000017092
"ООО ""АПТЕХ""",7000018890
"ООО ""СТУДИЯ Т""",7000020610
"ООО ""СПОТПАРКИНГ""",7002024465
"ООО ""ГАРАНТ""",7014031820
"ООО ""НСТ""",7014063941
"ООО ""НОВИНТЕХ""",7017000467
"ООО ""ОРИГМА""",7017052521
"ООО ""ИНТРАЙС""",7017055040
"ООО  НЦ ""ПОЛЮС""",7017062946
"ООО ""КОНТЕК-СОФТ""",7017065538
"ООО ""ЭКО-ТОМСК""",7017088648
"ООО ""ПАРУС - ТОМСК""",7017105438
"ООО ""СТАРТЕКСТ Т""",7017116542
"ЗАО ""ЭЛЕКАРД ДЕВАЙСЕЗ""",7017118684
"ООО ""НТР ТОМСК""",7017118839
"ООО ""АВСИС""",7017131879
"ООО ""КИР""",7017136926
"ООО ""ГЛАВСОФТ""",7017138313
"ООО ""ЭНБИСИС""",7017138970
"ООО ""ЭКСПА""",7017140993
"ООО ""СОФТИНТЕК""",7017158990
"ООО ""МЦЦ ТОМСК""",7017170532
"ООО ""ВДА""",7017186540
"ООО ""АСПЕКТ""",7017193748
"ООО ""СОФТИНФОРМ""",7017198320
"ООО ""ФЛОГ""",7017202311
"ООО ""ЮНИДЖАЙН""",7017206147
"ООО ""БРАВЫЙ СТРАУС""",7017206299
"ООО ""МЭЙНКОНЦЕПТ-НЛД""",7017206644
"ООО ""БИТВОРКС""",7017222318
"ООО ""НПФ МЕХАТРОНИКА-ПРО""",7017223270
"ООО ""ФЛАЙНЕТ""",7017242508
"ООО ""НТП""КИБЕРЦЕНТР""",7017247506
"ООО ""АЙТИ""",7017248475
"ООО ""РУБИУС ГРУПП""",7017252288
"ООО ""УТС""",7017252707
"ООО ""ТОМСКАСУПРОЕКТ""",7017262102
"ООО ""ХИМСОФТ""",7017266883
"ООО ""КС ГРУПП""",7017270216
"ООО ""ЦИР ИЭ""",7017290149
"ООО ""АРВЬЮ""",7017293453
"ООО ""МЕДИАЛУКС СОФТ""",7017297754
"ООО ""АЙ-ЛИНК""",7017304835
"ООО ""СИБЭДЖ""",7017307138
"ООО ""ЛИГА""",7017310356
"ООО ""ПЕРВАЯ СВОБОДНАЯ ПЛАТФОРМА ЛЕГАЛЬНОЙ МУЗЫКИ""",7017310772
"ООО ""УЦ СИБИРИ""",7017311494
"ООО ""БИЗНЕС СОФТ""",7017315509
"ООО ""ИТ АНАЛИТИКА""",7017315700
"ООО ""РЭДМЭДРОБОТ ТСК""",7017330063
"ООО ""САПЛ-БИЗ""",7017330440
"ООО ""КСОФТ""",7017356696
"ООО ""КТ СОФТ""",7017356960
"АО ""АТОМИК СОФТ""",7017373532
"ООО ""ТОМСКСОФТ-Р""",7017382142
"ООО ""РЕЗУЛЬТАТ""",7017384069
"ООО ""ДИ ЭЙ ГРУПП""",7017388659
"ООО ""50ОМ ТЕХ.""",7017398640
"ООО ""ВИСКУР""",7017400137
"ООО ""КРАСНАЯ РАМКА""",7017404572
"ООО ""МАГ ДЕВЕЛОПМЕНТ""",7017405720
"ООО ""НПП ""АВТОМАТИКА""",7017405897
"ООО ""ЭНБИСИС ЭДТЕХ""",7017406989
"ООО ""ТЕЛЕБРИЗ""",7017413993
"ООО ""ЭЛЕКАРД НАНОДЕВАЙСЕЗ""",7017420542
"ООО ""ПАРАВЕБ""",7017421754
"ООО ""УМНЫЙ ГОРОД""",7017422412
"ООО ""БЭТРОНИК""",7017422684
"ООО ""КОМПАНИЯ СИСТЕМА""",7017423303
"ООО ""МЕРКАДО""",7017426079
"ООО ""СНК""",7017426216
"ООО ""МЕТАЛАМПА""",7017427788
"ООО ""ДЕВОПС""",7017433421
"ООО ""МАСК-ПЭЙ""",7017446727
"ООО ""РЕТЕК ЛАБС""",7017450240
"ООО ""ИС-БУРЕНИЕ""",7017455545
"ООО ""АЛЬДЕРАСОФТ""",7017457775
"ООО ""ИНСПАИР-ТЕХНОЛОГИИ""",7017461845
"ООО ""МАСК СЭЙФ""",7017463225
"ООО ""СИБКОД""",7017467981
"ООО ""ДИДЖИТАЛ НОМАДС""",7017469940
"ООО  ""ДЕКСТРИМ""",7017479867
"ООО ""СМАРТИНФОРМ""",7017481810
"ООО ""ГАЛИЛЕО ЛАБС""",7017482806
"ООО ""СИНЕКТА""",7017484070
"ООО ""СПУТНИК""",7017485444
"ООО ""ИННОВАЦИОННЫЙ ЦЕНТР РАЗРАБОТКИ""",7017485814
"ООО ""КИБЕРДЖЕТ""",7017489713
"ООО ""НСТ""",7017490814
"ООО ""ДИДЖИТАЛ КОМПАНИ""",7017492152
"ООО ""СИБАГРО - ИТ""",7017492258
"ООО ""ИТ-АЛЬТЕРНАТИВА""",7017493011
"ООО ""ШТАФУНСОФТ""",7017495587
"ООО ""РУБИУС ТЕХ""",7024023627
"ООО ""ТЕХЛЕГАЛ""",7100008542
"ООО ""ПОДАРКУС""",7100016656
"ООО ""АНТАРА-Т""",7100019777
"ООО ""ИС ""АКАДЕМРЕСУРС""",7100019897
"ООО ""АСК""",7100020035
"ООО ""ФАБРИКА ТЕХНОЛОГИЙ""",7100025971
"ООО ""ЭНИКЕЙ""",7100027545
"ООО ""ДОКТОР СОФТЕР""",7100027714
"ООО ""ГИЛЬДИЯ-СОФТ""",7100028475
"ООО ""ОНИКС СЕЙЛЗ""",7100029091
"ООО ""ГЕФЕСТ ТЕХНОЛОДЖИЗ""",7100029285
"ООО ""КОНТУР 165""",7100030996
"ООО ""СВОИ ТЕХНОЛОГИИ""",7100033676
"ООО ""СЕОВЕН МЕДИА""",7100043635
"ООО ""БУХГАЛТЕРИЯ И ФИНАНСЫ""",7100046153
"ООО ""ТМС ЭЛЕКТРОНИКС""",7100047527
"ООО ""ИТ-СПУТНИК""",7100048016
"ООО ""Ю-ВЕБ""",7100056708
"ООО ""БИЗНЕС-ТЕХНОЛОГИИ""",7103039482
"ООО ""ЭЛЬФСАЙТ""",7103048060
"ООО ""КИБЕРТРОНИКС""",7103048649
"ООО ""ВЕБ ТЕКАРТ""",7104043241
"ООО ВЦ ""БАЛАНС""",7104046997
"ООО ""ДИОЛ""",7104053754
"ООО ""ИННОВАЦИОННЫЕ РЕШЕНИЯ""",7104077628
"ООО ""ЭДСГЕТ""",7104078396
"ООО ""КБ АСП""",7104506080
"ООО ""АЙ-ВИ""",7104509557
"ООО ""ГИЛЬДИЯ""",7104513602
"ООО ""ЭП""",7104518488
"ООО ""МАКСИС АЙ ТИ""",7104521829
"ООО ""АЙТИ ТЕСТ""",7105046527
"ООО ""ИНФОРМАЦИЯ И ТЕХНОЛОГИИ""",7105048524
"ООО ""КЛИКХЕЛП""",7105048718
"ООО ""ПВС""",7105502635
"ООО ""КОДМАСТЕРС ТУЛА""",7105512986
"ООО ""ЛУЧИ ЗДОРОВЬЕ""",7106021081
"ООО ""РЦПИ ""ЭДВАЙЗЕР""",7106034926
"ООО ""СОФТ ГОЛД""",7106038670
"ООО ""ТУЛАСОФТ""",7106057497
"ООО ""ЛРП""",7106062899
"ООО ""БИЭНДЖИ""",7106083867
"ООО ""ИНФОТЕК""",7106513340
"ООО ""ИДЦ""",7106516976
"ООО ""ДЭВАР ПРОДАКШН""",7106523540
"ООО ""СПАРК ИНТЕГРАЦИЯ""",7106531526
"ООО ""СОФТЭКСПЕРТ""",7107045310
"ООО ""ТЦА""",7107063704
"ООО ""СОЦИНФОРМТЕХ""",7107081485
"ООО  ""СМАРТЕК""",7107090306
"ООО ""НОВЕЛИТ""",7107096844
"ООО ""САТИСФАЙ ТРЭВЕЛ""",7107131721
"ООО  ""РАЙТЕК ДТГ""",7107132500
"ООО ""ЗТК""",7107136134
"ООО ""ИТЕРРА-ИТ""",7107137508
"ООО ""ВЕБ ОПТИМАЙЗ""",7107506650
"ООО ""ЕВАППС""",7107515372
"ООО ""ЛАБОРАТОРИЯ ОБЪЕДИНЕННЫХ ТЕХНОЛОГИЙ""",7107516930
"ООО ""СОЛИД СИСТЕМС ТУЛА""",7107519585
"ООО ""ГРИФ Т""",7107520929
"ООО ""ИНТЕНСА""",7107540675
"ООО ""АЙКОНИКС""",7107541083
"ООО ""АИ МАРКЕТИНГ""",7107545352
"ООО ""КОМПАНИЯ ЮТЛ""",7107551349
"ООО ""СЕЛЛАН ИНЖИНИРИНГ""",7116159642
"ООО ""БЕЛЫЙ КОД""",7117028593
"ООО ""ЮНИВЕБ""",7118502978
"ООО ""ДЖОБКАРТ""",7130504178
"ООО ""НЕМИНД""",7132003770
"ООО ""ДЦ""",7202002927
"ООО ""ДИО-КОНСАЛТ""",7202189496
"ООО ""ИНФА""",7202199279
"ООО ""КАСКАД-ПРО""",7202205934
"ООО ""ЦЕНТР ИНТЕЛЛЕКТУАЛЬНЫХ ИНИЦИАТИВ""",7202223820
"ООО ""АЙ КЬЮ ДЕВ""",7202231980
"ООО ""+ АЛЬЯНС. ИТ""",7202240456
"ООО ""ЛИСТ""",7202249466
"ООО ФИРМА ""ИТЭС""",7202252645
"ООО ""ИТЭС-СЕРВИС""",7203130640
"ООО ""СОЮЗГЕОСЕРВИС""",7203149680
"ООО ""КРЕАТИВ""",7203153125
"ООО ""ДУБЛЬГИС-ТЮМЕНЬ""",7203179370
"ООО ""ЦНТД ""КОДЕКС""",7203191427
"ООО ""ФОКСКОМ""",7203198214
"ООО ""+АЛЬЯНС""",7203213078
"ООО ""УРАЛМИКРО""",7203234670
"ООО ""МЕДИА ИНСТАНС""",7203270710
"ООО ""ИНКЛИК""",7203283318
"ООО ""АЙТИ-СЕРВИС""",7203286037
"ООО ""ИТС""",7203309686
"ООО ""АЛГОРИТМ""",7203310561
"ООО ""ОКАС""",7203314414
"ООО ""ВНЕДРЕНЧЕСКИЙ ЦЕНТР ""ТРИУМФ""",7203316563
"ООО ""БИТ""",7203327011
"ООО ""СИДИЭС""",7203340260
"ООО ""ЖИЛИЩНЫЙ СТАНДАРТ""",7203340502
"ООО ""БАСПРО ПРОЕКТ""",7203341048
"ООО ""МАСТЕР-ИНТЕГРАЦИЯ""",7203350130
"ООО ""ЭХО""",7203360234
"ООО ""АЙТИ+ КОНСАЛТИНГ""",7203383471
"АО ""СЭЛЛС""",7203390380
"ООО ""1С-МР""",7203395572
"ООО ""АЙТИ АРХИТЕКТОР""",7203398654
"ООО ""ИТ-СЕРВИС""",7203402981
"ООО ""Е-СОФТ""",7203405541
"ООО ""РУСОФТ""",7203406714
"ООО ""МИНТ РОКЕТ""",7203412482
"ООО ""ДЖЕМС ДЕВЕЛОПМЕНТ""",7203423815
"ООО ""ДИСПЭКС""",7203425202
"ООО ""ФОДЕВ""",7203444068
"ООО ""ИНТЕГРО""",7203444090
"ООО ""БИЗНЕС-УЧЕТ ИТ""",7203445061
"ООО ""АЭРОКОД""",7203446266
"ООО ""ПРОТЕЙ АЙ-ТИ - ИНЖИНИРИНГ""",7203447485
"ООО ""СИМАКС""",7203458399
"ООО ""ТСК""",7203468206
"ООО ""АСУ-ИНТЕГРА""",7203471897
"ООО ""ПЭЙКОН-ТЕХНОЛОДЖИ""",7203482602
"ООО ""РЕБРЕНДИ КОНСАЛТИНГ""",7203488234
"ООО ""КЗИ""",7203489580
"ООО ""ЦЕНТР ОФД""",7203491269
"ООО ""ИННОВА""",7203495915
"ООО ""СТУДИЯ 42""",7203514170
"ООО ""АПОК""",7203521298
"ООО ""АРИОТЕХ""",7203521410
"ООО ""ЦИФРОВЫЕ РЕШЕНИЯ""",7203535526
"ООО ""МЦ""",7203537731
"ООО ""РЕКУРСИЯ""",7203541520
"ООО ""ИТУС""",7203541865
"ООО ""СВОД""",7203542026
"ООО ""ДИДЖИТАЛ ВАНДЕР""",7203542555
"ООО ""ДЕВТРИКС""",7203543220
"ООО ""ПЛЕКСУС""",7203543679
"ООО ""БЮРО СУЧКОВА""",7203543742
"ООО ""СППЛ""",7203544577
"ООО ""ЦИФРИТ""",7203546422
"ООО ""ЭНКО. ЦР""",7203548846
"ООО ""ЦИФРОВОЕ СТРОИТЕЛЬСТВО""",7203549039
"ООО ""МСТРОЙ""",7203549470
"ООО ""ИК ""ПРОМСОФТ""",7203552360
"ООО ""ЮТЭЙР-ИТ""",7203552828
"ООО ""ДЕФАЙНЕД""",7203553250
"ООО ""РАЗРАБОТКА КОДА""",7203555240
"ООО  ""КОМПЛЕКСНАЯ ИТ-АРХИТЕКТУРА""",7203555258
"ООО ""ГМС ИТ""",7203561131
"ООО ""ДОСТУПНЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",7203564326
"ООО ""НИКА БИЗНЕС СЕРВИС""",7203566517
"ООО ""МАНТРИ ЦИФРОВЫЕ РЕШЕНИЯ""",7203566524
"ООО ""СЕРВИСФОРС""",7203577124
"ООО ""РЕЛИЗ""",7203577364
"ООО ""МЕДИНФОЦЕНТР""",7204084851
"ООО ""ИТ- ТЮМЕНЬ""",7204123613
"ООО ""СМАРТ СИ""",7204148449
"ООО ""ЛИКОРИС""",7204182136
"ООО ""ТЕХНОКОМ""",7204196795
"ООО ""ЛАБИТ""",7205031034
"ООО ""СИБУР ДИДЖИТАЛ""",7206057388
"ООО ""ЭЙАРТЭК""",7300000540
"ООО ""ИНТЕЛЛЕКТУАЛЬНЫЕ ПОИСКОВЫЕ РЕШЕНИЯ""",7300000830
"ООО ""КИСЛОРОД ДИДЖИТАЛ""",7300000950
"ООО ""КОМП СТАЙЛ""",7300001590
"ООО ""КВИКИНИМ ДЕВЕЛОПМЕНТ""",7300002869
"ООО ""ПИКСИТИ""",7300003196
"ООО ""ТЭП""",7300005620
"ООО ""ЮТАЧ""",7300006020
"ООО ""ДЕВСПЕЙС""",7300007673
"ООО ""АЙСТАФФ-АЙТИ""",7300023386
"ООО ""ГОЛДЕВ""",7300027006
"ООО ""АЙТИМАТИКС""",7300035141
"ООО ""ЛИДЕРХ""",7300036610
"ООО ""ДБА ТИМ""",7300037068
"АО ""СУТОЧНО""",7300037501
"АО ""СИМБИРСОФТ""",7300044805
"ООО ""АИС ГОРОД""",7302026625
"ООО ""КОМПАНИЯ ""КОДЕКС-ЛИДЕР""",7302034016
"ООО ""БАЛАНС-ЭКСПЕРТ""",7306999551
"ООО ""ГК ""ПРОМО""",7309005575
"ООО ""ФВТ""",7321011247
"ООО ""ВНЕДРЕНЧЕСКИЙ ЦЕНТР ""ПАРИТЕТЪ""",7325046699
"ООО ""ВЦ СОФТ ПЛЮС""",7325056150
"ООО ""КРЕАТИВНЫЕ ТЕХНОЛОГИИ""",7325059994
"ООО ""БИТРУТ""",7325064225
"ООО ""ТАУРУНА""",7325073460
"ООО ""ВЦ ""РАЗДОЛЬЕ""",7325078348
"ООО ""АЙТИ-СЕРВИС""",7325079630
"ООО ""АЙТЕК-ПРОДАКШН""",7325100770
"ООО ""ДИС""",7325101269
"ООО ""КОДЕР.УЛ""",7325105263
"ООО ""ПРОСТЫЕ РЕШЕНИЯ""",7325106161
"ООО ""БУМЕРАНГ-МЕДИА""",7325107574
"ООО ""АЙТИ""",7325113715
"ООО ""БИЗНЕС ТЕХНОЛОГИИ""",7325121949
"ООО ""РИЗОН""",7325124756
"ООО ""АЙДЕМ""",7325130950
"ООО ""МЕДИАСОФТ""",7325131400
"ООО ""ВЕБПАУЭР""",7325134419
"ООО ""СЛАЙД ВИЖЕН""",7325136060
"ООО""АЛИНГИ""",7325139255
"ООО ""ЗЕБРЕЙНС""",7325145393
"ООО ""МЕДИАСОФТ МОБАЙЛ""",7325145763
"ООО ""ДЕЛОВАЯ ИНФОРМАЦИЯ""",7325146573
"ООО ""РИТГ""",7325150386
"ООО ""СОЮЗ 317""",7325153073
"ООО ""МЭД БРЕЙНС""",7325156412
"ООО ""ПРОМВИАР""",7325160088
"ООО ""РЭД ЛАБ""",7325164903
"ООО ""НОРД КЛАН""",7325165872
"ООО ""НОВЫЙ ФАЙЛ""",7325167213
"ООО ""ТРУМАШИН""",7325167358
"ООО ""65 ДЕВЕЛОПЕРС""",7325167510
"ООО ""ИРЛИКС""",7325170079
"ООО ""СМАРТ ИОТ""",7325170093
"ООО ""ДЕВСТАРС""",7325170921
"ООО ""СИТИМАТИКС""",7325173055
"ООО ""АСАП ЛАБ""",7325173143
"ООО ""СТУДИЯ ГРАФЕН""",7325174242
"ООО ""ХЕКСЛЕТ РУС""",7325174845
"ООО ""ИТ-ЛАБ""",7325175133
"ООО ""ОРКА""",7325175550
"ООО ""ИНТЕЛСИ""",7326035989
"ООО ""ТАПИР""",7326050070
"ООО ""КВАДРАТ 2""",7326053064
"ООО ""ЭНИ.РАН""",7326057647
"ООО ""ХАЙТЭК ДЕВЕЛОПМЕНТ ГРУПП""",7327036287
"ООО ""ЛИТОТА ЛАБС""",7327039425
"ООО ""ГК ИТМ""",7327040371
"ООО ""АГРОСЕРВИС-ИТ""",7327049543
"ООО ""АМАЛЬГАМА""",7327058629
"ООО ""КАЙРОС""",7327058940
"ООО ""ПРОФ-ИТ ЭКСПЕРТ""",7327072430
"ООО ""МЭДЛАБ""",7327076924
"ООО ""АРТ""",7327085238
"ООО ""АКЦЕНТ""",7327088856
"ООО ""СИМДЕВ""",7327088905
"ООО ""БУФЕРНАЯ БУХТА""",7328054190
"ООО ""АНАЛИТИКА""",7328062508
"ООО ""СИТИ ПРОЕКТ""",7328067714
"ООО ""СИЛИТИ""",7328069824
"ООО ""ЭКОМ СИСТЕМЫ""",7328070153
"ООО ""БАСТИЛС ТЕХ""",7328083321
"ООО ""КАРТ-ПАУЭР""",7328095214
"ХП ""ДЕЙТА ИГРЕТ ГРУП""",7328100760
"ООО ""ПЕРЕДОВЫЕ СИСТЕМНЫЕ РЕШЕНИЯ""",7328102221
"ООО ""ДОМИНИГЕЙМС""",7328105173
"ООО ""АЛЬФАБИТ""",7328106811
ООО УМНАЯ ЦИФРА,7328109869
"ООО ""КОД-ЭКСПЕРТ""",7328111233
"ООО ""СИМБИРСКИЕ ТЕХНОЛОГИИ""",7328505005
"ООО ""ЧТО ЗА СОФТ""",7413017560
"ООО ""ТРИДИВИ""",7415072630
"ООО ""ПРОФИТ""",7415079057
"ООО ""ЭКСТРИМ ДЕВЕЛОПЕРС""",7415085798
"ООО ""ЕРП-РЕШЕНИЯ""",7415091270
"ООО ""АДЕСК""",7415098349
"ООО ""ИТ-ПАПИЛОН""",7415099399
"ООО ""ВПН ИТ""",7415106624
"ООО ""КОМПАС ПЛЮС""",7444020700
"ООО ""ПАРАДОКС""",7444027511
"ООО ""ИТЦ"" АУСФЕРР""",7445011539
"ООО ""СОРОКИН И К""",7445036678
"ООО ""ЗЕРКАЛО СЛ""",7446037843
"ООО ""КС ПЛЮС""",7446053845
"ООО ""ФЬЮЗ ЭЙТ ОНЛАЙН""",7447051791
"ООО ""КЛИНТОЛК""",7447214693
"ООО ""АЙДИ СКАН""",7447257270
"ООО ""ЛУЧШИЕ ПРАКТИКИ""",7447268586
"ООО ""ДИДЖИТАЛ-ПРОДАКШН""",7447288504
"ООО ""АЙСИ СТУДИО""",7447306136
"ООО ""ДСТ-КИБЕРТЕХ""",7447315733
"ООО ""ПРИКЛАДНЫЕ ТЕХНОЛОГИИ""",7448055870
"ООО НПП ""ПОЛИТЕХ-АВТОМАТИКА""",7448057997
"ООО ""ИНТЕРНЕТ ТЕХНОЛОГИИ""",7448104809
"ООО ""ОТЕЛЬ СЕРВИС""",7448126143
"ООО ""ЦИФРОВОЙ ЭЛЕМЕНТ""",7448152802
"ООО ""ХЭППИ ГЕЙМС СТУДИО""",7448193848
"ООО ""СОФТ ЛАЙТ""",7448227092
"ООО ""ГОЛОС.СОФТ""",7448234195
"ООО ""ЦЦР - АРИАНТ""",7448247300
"ООО ""ВОСХОД ТЕХНОЛОГИИ""",7448249441
"ООО ""ЦИФРОВЫЕ ТЕХНОЛОГИИ""",7448252518
"ООО ""ИИС""",7448253818
"ООО ""ИНТЕРСВЯЗЬ-ИТ""",7448254321
"ООО  ""КОНСУЛЬТАНТПЛЮСРЕГИОН""",7449067846
"ООО ""СИСТЕМЫ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ""",7449068825
"ООО  ""ИННОВАЦИОННЫЕ СИСТЕМЫ""",7449076223
"ООО ""ПРОАНАЛИТИКС""",7449122952
"ООО  ""АРТЕМАС""",7449124741
"ООО ""ВИКАН АЙТИ""",7449134877
"ООО ""МАСТЕРФАБ""",7449148252
"ООО ""1С-РАРУС ЧЕЛЯБИНСК""",7451188220
"ООО ""НАВИГАЦИОННЫЕ СИСТЕМЫ УРАЛА""",7451253328
"ООО ""ИНФИННИТИ""",7451281928
"ООО ""ЧЕТВЕРТОЕ ПОКОЛЕНИЕ""",7451322148
"ООО ""СОЛЮШНЗ""",7451342176
"ООО ЦЕНТР АВТОМАТИЗАЦИИ ""СКАНД""",7451342602
"ООО ""ФИНИКИ ГЕЙМС""",7451350836
"ООО ""БРЭИН""",7451364973
"ООО ""РЭНКС""",7451439516
"ООО ""НАПОЛЕОН ГРУПП""",7451441307
"ООО ""КОМТРАНС СОФТ""",7451454377
"ООО ""АКСИОМА""",7451464199
"ООО ""СИБ ""АЛЬПИКС""",7452071088
"ООО ""БИГОР СТУДИО""",7452166540
"ООО ""ТЕХНОКОМ""",7453005641
"ООО ""ИНФОЦЕНТР 2""",7453051246
"ООО ""ЛАНВЕР""",7453071500
"ООО ""ЭКСПЕРТ-КОНСАЛТИНГ""",7453134894
"ООО ""АВТОМАТИЗАЦИЯ БИЗНЕСА""",7453135898
"ООО  ""АСПРО""",7453223946
"ООО ""ПАРАДИГМА""",7453236046
"ООО ""ПРОГРАММНЫЕ СИСТЕМЫ""",7453271393
"ООО ""ЭЙМАКС""",7453273947
"ООО ""АТЛАС-ТЕХНО""",7453281320
"ООО ""АНИМАРЕНДЕР""",7453303408
"ООО ""БЕЛКА ДИДЖИТАЛ""",7453306751
"ООО ""ЮНИТ6""",7453322295
"ООО ""КОНТЕНТ МОНИТОРИНГ""",7453324239
"ООО ""ЗБРСК""",7453325962
"ООО ""КИТ АКТИВ""",7453326148
"ООО ""ЦЕНТР РАЗРАБОТКИ""",7453330151
"ООО ""ПАУЭР ПРАЙС""",7453332423
"ООО ""КС-ИТ""",7453338714
"ООО ""ДЕВОПС ТЕХНОЛОГИИ""",7453343249
"ООО ""ПРОМАТИС ИТ""",7453344972
"ООО ""КБ ""КОМПАС""",7453345951
"ООО ""ОСНОВА ИТ""",7453348938
"ООО ""СМЭШИНГ МЕДИА""",7453349106
"ООО ""СВИП-АЙТИ""",7453350133
"ООО ""ИЗАП""",7453350687
"ООО ""ЦИФРОВЫЕ ТЕХНОЛОГИИ БИЗНЕСА""",7453358887
"ООО ""ЦТР ""НЕКСТ""",7455038272
"ООО ""АЙ БИ АР""",7455039533
"ООО ЦИТ ""ФАКТ""",7456005978
"ООО ""СОФТ ЛАБОРАТОРИЯ""",7456009235
"ООО ""СОФТМЕТ""",7456010329
"ООО ""ЛОГИКА""",7456021592
"ООО ""АЙРОН ХЭДС""",7456030879
"ООО ""АРС""",7456050226
"ООО ""КОЛИБРИ ДИДЖИТАЛ""",7456051452
"ООО ""РУССКИЙ РОБОТ. ИТ""",7457011090
"ООО ""БОНАПАРТ""",7460035968
"ООО ""МЕЧЕЛ-ИНФОТЕХ""",7460042450
"ООО ""НИИСТРОМ""",7460050557
"ООО ""СТРАХОВЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",7460050677
"ООО ""ИС НЕЙРОН""",7536074409
"ООО ""МИКС""",7536142056
"ООО ""ИНТЕГРАЦИЯ""",7536180252
"ООО ""АРЕАЛ""",7602069370
"ООО КОМПАНИЯ ""СТЕК""",7602069740
"ООО ""ПС-КОНСАЛТИНГ""",7602073785
"ООО ""АЙТИКО""",7602081747
"ООО ""РОЛС-СЕРВИС""",7602107610
"ООО ""АТОМСТРЕВЕЛ""",7602142816
"ООО ""ОРГАНАЙЗЕР ЛИДЕРТАСК""",7603051760
"ООО ""НОРД СОФТ""",7603066163
"ООО ""БАЛАНС""",7604057073
"ООО ""СПЕКТР-АВТОМАТИКА КОНСАЛТИНГ""",7604065476
"ООО ""ФОГСОФТ""",7604077915
"ООО ""ПЕРЦЫ-СТУДИЯ""",7604084655
"ООО ""ТИМПРОФИ""",7604164445
"ООО ""БАЛАНС ИТС""",7604199060
"ООО ""ТЕКМЭН""",7604213847
"ООО ""БФТ.ЦР""",7604235304
"ООО ""АРГО СТУДИО""",7604238866
"ООО ""ИНТЕРНЕТ-ТЕХНОЛОГИИ""",7604249353
"ООО ""БЕЗОПАСНЫЙ РЕГИОН""",7604250038
"ООО ""СТЕК-ИТ""",7604258887
"ООО ""ЮНИТ КОНСАЛТИНГ""",7604269783
"ООО ""ТОЧКА ЗРЕНИЯ""",7604288987
"ООО ""РТ-ДИАСОФТ""",7604327072
"ООО ""ИНФОСТЭП""",7604327121
"ООО ""КВИНТА""",7604349823
"ООО ""КОМПАНИЯ АЙТИ-КОНСАЛТИНГ""",7604351406
"ООО ""МАСТ СОФТ""",7604355810
"ООО ""БЕРЕЗКА""",7604376859
"ООО ""ОВЕРПЛАН""",7604377933
"ООО ""СОФТПРОДУКТ""",7604383341
"ООО  ""РАФТ ДИДЖИТАЛ СОЛЮШЕНС""",7604384070
"ООО ""СЦБ""",7604384666
"ООО ""САММЕРВЕБ""",7604389255
"ООО ""КОМПАНИЯ ""ТЕНЗОР""",7605016030
"ООО ""ТФИ-НЕТ РУМ""",7606054705
"ООО ""ПРОМТЕХ""",7606055642
"ООО ""ЛАБМЕДИА""",7606073360
ООО  АЛАН-ИТ,7606074282
"ООО ""ТЕНДЕРЛЭНД""",7606075303
"ООО ""БИЛДСОФТ СЕРВИС""",7606079996
"ООО ""ЭЛКОР""",7606094546
"ООО ""ЦИТРУС""",7606112481
"ООО ""АРЕНА ПЛЮС""",7606117641
"ООО ""СЕРВГУРУ""",7606120034
"ООО ""СИНСЕРИТИ""",7606129742
"ООО ""ИНТЕЛЛЕКТУАЛЬНЫЙ ПОЕДИНОК""",7606131413
"ООО ""СТРОНГТИМ""",7606132449
"ООО ""АТЛАС""",7606132914
"ООО ""АРК КОНСАЛТИНГ СИСТЕМС""",7606135094
"ООО ""ТРАЙБ""",7606135383
"ООО ""АИРБИТ ИТ""",7606135979
"ООО ""ГАЛАКТИКА ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""",7607025489
"ООО ""БИЗНЕС-ЭКСПЕРТ""",7608012718
"ООО ""БИЗНЕС-ИННОВАЦИИ""",7608020349
"ООО ""РИТЕХ""",7608027270
"ООО ""МКС""",7609022780
"ООО ""СИСТЕМЫ АВТОМАТИЗАЦИИ""",7610074246
"ООО ""РДГС""",7610080842
"ООО ""ЯРСОФТЕХ""",7610083650
"ООО ""ЦТ""",7610084389
"ООО ""НПП САТЭК ПЛЮС""",7610084692
"ООО ""ПРОСИСТОМ""",7610104035
"ООО ""ЛАСТОЧКА""",7610104853
"ООО ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",7622015742
"ЗАО ""НОВЫЙ ДИСК - ТРЕЙД""",7701237321
"ЗАО ""НТЦ МИК-ИНФОРМ""",7701255345
"АО ""НЕОФЛЕКС КОНСАЛТИНГ""",7701839238
"ЗАО ""БАККА СОФТ""",7701920697
